G:\3005.mxp
Segment	Ramp/Plateau	Ramp/Plateau #	Well	Dye	Cycle #	Fluorescence	Temperature
 2	P	 2	 2	LPAR1	 35	    51040	59,6
 2	P	 2	 2	LPAR1	 36	    52412	59,6
 2	P	 2	 2	LPAR1	 37	    53568	59,6
 2	P	 2	 2	LPAR1	 38	    54474	59,7
 2	P	 2	 2	LPAR1	 39	    55038	59,6
 2	P	 2	 2	LPAR1	 40	    55393	59,7
 2	P	 2	 3	LPAR1	  1	    13188	59,6
 2	P	 2	 3	LPAR1	  2	    13219	59,5
 2	P	 2	 3	LPAR1	  3	    13234	59,6
 2	P	 2	 3	LPAR1	  4	    13310	59,7
 2	P	 2	 3	LPAR1	  5	    13433	59,6
 2	P	 2	 3	LPAR1	  6	    13357	59,6
 2	P	 2	 3	LPAR1	  7	    13345	59,6
 2	P	 2	 3	LPAR1	  8	    13437	59,6
 2	P	 2	 3	LPAR1	  9	    13307	59,6
 2	P	 2	 3	LPAR1	 10	    13277	59,6
 2	P	 2	 3	LPAR1	 11	    13322	59,6
 2	P	 2	 3	LPAR1	 12	    13299	59,7
 2	P	 2	 3	LPAR1	 13	    13337	59,6
 2	P	 2	 3	LPAR1	 14	    13355	59,6
 2	P	 2	 3	LPAR1	 15	    13399	59,6
 2	P	 2	 3	LPAR1	 16	    13352	59,7
 2	P	 2	 3	LPAR1	 17	    13372	59,6
 2	P	 2	 3	LPAR1	 18	    13267	59,6
 2	P	 2	 3	LPAR1	 19	    13359	59,7
 2	P	 2	 3	LPAR1	 20	    13334	59,6
 2	P	 2	 3	LPAR1	 21	    13202	59,7
 2	P	 2	 3	LPAR1	 22	    13333	59,6
 2	P	 2	 3	LPAR1	 23	    13423	59,6
 2	P	 2	 3	LPAR1	 24	    13581	59,7
 2	P	 2	 3	LPAR1	 25	    13378	59,6
 2	P	 2	 3	LPAR1	 26	    13662	59,7
 2	P	 2	 3	LPAR1	 27	    13982	59,7
 2	P	 2	 3	LPAR1	 28	    14657	59,6
 2	P	 2	 3	LPAR1	 29	    16138	59,7
 2	P	 2	 3	LPAR1	 30	    18620	59,7
 2	P	 2	 3	LPAR1	 31	    23386	59,7
 2	P	 2	 3	LPAR1	 32	    30776	59,6
 2	P	 2	 3	LPAR1	 33	    41134	59,6
 2	P	 2	 3	LPAR1	 34	    47457	59,7
 2	P	 2	 3	LPAR1	 35	    51301	59,6
 2	P	 2	 3	LPAR1	 36	    52912	59,6
 2	P	 2	 3	LPAR1	 37	    53859	59,6
 2	P	 2	 3	LPAR1	 38	    54281	59,7
 2	P	 2	 3	LPAR1	 39	    55148	59,6
 2	P	 2	 3	LPAR1	 40	    55396	59,7
 2	P	 2	 4	LPAR2	  1	    16508	59,6
 2	P	 2	 4	LPAR2	  2	    16380	59,5
 2	P	 2	 4	LPAR2	  3	    16268	59,6
 2	P	 2	 4	LPAR2	  4	    16202	59,7
 2	P	 2	 4	LPAR2	  5	    16443	59,6
 2	P	 2	 4	LPAR2	  6	    16257	59,6
 2	P	 2	 4	LPAR2	  7	    16041	59,6
 2	P	 2	 4	LPAR2	  8	    16025	59,6
 2	P	 2	 4	LPAR2	  9	    16030	59,6
 2	P	 2	 4	LPAR2	 10	    16290	59,6
 2	P	 2	 4	LPAR2	 11	    16309	59,6
 2	P	 2	 4	LPAR2	 12	    16314	59,7
 2	P	 2	 4	LPAR2	 13	    16132	59,6
 2	P	 2	 4	LPAR2	 14	    16224	59,6
 2	P	 2	 4	LPAR2	 15	    16271	59,6
 2	P	 2	 4	LPAR2	 16	    16127	59,7
 2	P	 2	 4	LPAR2	 17	    16080	59,6
 2	P	 2	 4	LPAR2	 18	    16076	59,6
 2	P	 2	 4	LPAR2	 19	    16123	59,7
 2	P	 2	 4	LPAR2	 20	    16265	59,6
 2	P	 2	 4	LPAR2	 21	    15985	59,7
 2	P	 2	 4	LPAR2	 22	    16333	59,6
 2	P	 2	 4	LPAR2	 23	    16305	59,6
 2	P	 2	 4	LPAR2	 24	    16465	59,7
 2	P	 2	 4	LPAR2	 25	    16960	59,6
 2	P	 2	 4	LPAR2	 26	    17557	59,7
 2	P	 2	 4	LPAR2	 27	    18748	59,7
 2	P	 2	 4	LPAR2	 28	    21217	59,6
 2	P	 2	 4	LPAR2	 29	    25533	59,7
 2	P	 2	 4	LPAR2	 30	    32768	59,7
 2	P	 2	 4	LPAR2	 31	    42743	59,7
 2	P	 2	 4	LPAR2	 32	    49104	59,6
 2	P	 2	 4	LPAR2	 33	    52459	59,6
 2	P	 2	 4	LPAR2	 34	    54123	59,7
 2	P	 2	 4	LPAR2	 35	    55335	59,6
 2	P	 2	 4	LPAR2	 36	    56316	59,6
 2	P	 2	 4	LPAR2	 37	    56716	59,6
 2	P	 2	 4	LPAR2	 38	    57257	59,7
 2	P	 2	 4	LPAR2	 39	    57491	59,6
 2	P	 2	 4	LPAR2	 40	    57523	59,7
 2	P	 2	 5	LPAR2	  1	    15667	59,6
 2	P	 2	 5	LPAR2	  2	    15873	59,5
 2	P	 2	 5	LPAR2	  3	    15518	59,6
 2	P	 2	 5	LPAR2	  4	    15536	59,7
 2	P	 2	 5	LPAR2	  5	    15582	59,6
 2	P	 2	 5	LPAR2	  6	    15476	59,6
 2	P	 2	 5	LPAR2	  7	    15419	59,6
 2	P	 2	 5	LPAR2	  8	    15396	59,6
 2	P	 2	 5	LPAR2	  9	    15511	59,6
 2	P	 2	 5	LPAR2	 10	    15538	59,6
 2	P	 2	 5	LPAR2	 11	    15376	59,6
 2	P	 2	 5	LPAR2	 12	    15339	59,7
 2	P	 2	 5	LPAR2	 13	    15509	59,6
 2	P	 2	 5	LPAR2	 14	    15463	59,6
 2	P	 2	 5	LPAR2	 15	    15646	59,6
 2	P	 2	 5	LPAR2	 16	    15496	59,7
 2	P	 2	 5	LPAR2	 17	    15414	59,6
 2	P	 2	 5	LPAR2	 18	    15514	59,6
 2	P	 2	 5	LPAR2	 19	    15497	59,7
 2	P	 2	 5	LPAR2	 20	    15517	59,6
 2	P	 2	 5	LPAR2	 21	    15384	59,7
 2	P	 2	 5	LPAR2	 22	    15413	59,6
 2	P	 2	 5	LPAR2	 23	    15569	59,6
 2	P	 2	 5	LPAR2	 24	    15830	59,7
 2	P	 2	 5	LPAR2	 25	    16151	59,6
 2	P	 2	 5	LPAR2	 26	    16676	59,7
 2	P	 2	 5	LPAR2	 27	    17745	59,7
 2	P	 2	 5	LPAR2	 28	    19891	59,6
 2	P	 2	 5	LPAR2	 29	    23786	59,7
 2	P	 2	 5	LPAR2	 30	    30397	59,7
 2	P	 2	 5	LPAR2	 31	    39555	59,7
 2	P	 2	 5	LPAR2	 32	    46665	59,6
 2	P	 2	 5	LPAR2	 33	    50427	59,6
 2	P	 2	 5	LPAR2	 34	    52543	59,7
 2	P	 2	 5	LPAR2	 35	    53603	59,6
 2	P	 2	 5	LPAR2	 36	    54363	59,6
 2	P	 2	 5	LPAR2	 37	    55003	59,6
 2	P	 2	 5	LPAR2	 38	    55225	59,7
 2	P	 2	 5	LPAR2	 39	    55653	59,6
 2	P	 2	 5	LPAR2	 40	    55652	59,7
 2	P	 2	 6	LPAR2	  1	    15850	59,6
 2	P	 2	 6	LPAR2	  2	    15965	59,5
 2	P	 2	 6	LPAR2	  3	    15902	59,6
 2	P	 2	 6	LPAR2	  4	    15700	59,7
 2	P	 2	 6	LPAR2	  5	    15759	59,6
 2	P	 2	 6	LPAR2	  6	    15704	59,6
 2	P	 2	 6	LPAR2	  7	    15510	59,6
 2	P	 2	 6	LPAR2	  8	    15681	59,6
 2	P	 2	 6	LPAR2	  9	    15602	59,6
 2	P	 2	 6	LPAR2	 10	    15347	59,6
 2	P	 2	 6	LPAR2	 11	    15676	59,6
 2	P	 2	 6	LPAR2	 12	    15545	59,7
 2	P	 2	 6	LPAR2	 13	    15642	59,6
 2	P	 2	 6	LPAR2	 14	    15726	59,6
 2	P	 2	 6	LPAR2	 15	    15707	59,6
 2	P	 2	 6	LPAR2	 16	    15550	59,7
 2	P	 2	 6	LPAR2	 17	    15693	59,6
 2	P	 2	 6	LPAR2	 18	    15396	59,6
 2	P	 2	 6	LPAR2	 19	    15543	59,7
 2	P	 2	 6	LPAR2	 20	    15543	59,6
 2	P	 2	 6	LPAR2	 21	    15539	59,7
 2	P	 2	 6	LPAR2	 22	    15602	59,6
 2	P	 2	 6	LPAR2	 23	    15690	59,6
 2	P	 2	 6	LPAR2	 24	    15850	59,7
 2	P	 2	 6	LPAR2	 25	    16275	59,6
 2	P	 2	 6	LPAR2	 26	    16650	59,7
 2	P	 2	 6	LPAR2	 27	    17754	59,7
 2	P	 2	 6	LPAR2	 28	    19926	59,6
 2	P	 2	 6	LPAR2	 29	    23585	59,7
 2	P	 2	 6	LPAR2	 30	    29917	59,7
 2	P	 2	 6	LPAR2	 31	    39074	59,7
 2	P	 2	 6	LPAR2	 32	    47145	59,6
 2	P	 2	 6	LPAR2	 33	    50776	59,6
 2	P	 2	 6	LPAR2	 34	    52949	59,7
 2	P	 2	 6	LPAR2	 35	    53996	59,6
 2	P	 2	 6	LPAR2	 36	    54810	59,6
 2	P	 2	 6	LPAR2	 37	    55379	59,6
 2	P	 2	 6	LPAR2	 38	    55784	59,7
 2	P	 2	 6	LPAR2	 39	    55762	59,6
 2	P	 2	 6	LPAR2	 40	    56127	59,7
 2	P	 2	 7	IL6	  1	    16892	59,6
 2	P	 2	 7	IL6	  2	    16962	59,5
 2	P	 2	 7	IL6	  3	    16887	59,6
 2	P	 2	 7	IL6	  4	    16673	59,7
 2	P	 2	 7	IL6	  5	    16547	59,6
 2	P	 2	 7	IL6	  6	    16720	59,6
 2	P	 2	 7	IL6	  7	    16572	59,6
 2	P	 2	 7	IL6	  8	    16553	59,6
 2	P	 2	 7	IL6	  9	    16345	59,6
 2	P	 2	 7	IL6	 10	    16625	59,6
 2	P	 2	 7	IL6	 11	    16550	59,6
 2	P	 2	 7	IL6	 12	    16722	59,7
 2	P	 2	 7	IL6	 13	    16634	59,6
 2	P	 2	 7	IL6	 14	    16460	59,6
 2	P	 2	 7	IL6	 15	    16490	59,6
 2	P	 2	 7	IL6	 16	    16468	59,7
 2	P	 2	 7	IL6	 17	    16405	59,6
 2	P	 2	 7	IL6	 18	    16429	59,6
 2	P	 2	 7	IL6	 19	    16530	59,7
 2	P	 2	 7	IL6	 20	    16534	59,6
 2	P	 2	 7	IL6	 21	    16472	59,7
 2	P	 2	 7	IL6	 22	    16634	59,6
 2	P	 2	 7	IL6	 23	    16642	59,6
 2	P	 2	 7	IL6	 24	    17192	59,7
 2	P	 2	 7	IL6	 25	    17758	59,6
 2	P	 2	 7	IL6	 26	    18914	59,7
 2	P	 2	 7	IL6	 27	    20781	59,7
 2	P	 2	 7	IL6	 28	    24949	59,6
 2	P	 2	 7	IL6	 29	    30923	59,7
 2	P	 2	 7	IL6	 30	    37885	59,7
 2	P	 2	 7	IL6	 31	    43861	59,7
 2	P	 2	 7	IL6	 32	    47614	59,6
 2	P	 2	 7	IL6	 33	    50024	59,6
 2	P	 2	 7	IL6	 34	    52042	59,7
 2	P	 2	 7	IL6	 35	    53046	59,6
 2	P	 2	 7	IL6	 36	    53561	59,6
 2	P	 2	 7	IL6	 37	    53833	59,6
 2	P	 2	 7	IL6	 38	    54172	59,7
 2	P	 2	 7	IL6	 39	    54435	59,6
 2	P	 2	 7	IL6	 40	    54793	59,7
 2	P	 2	 8	IL6	  1	    16240	59,6
 2	P	 2	 8	IL6	  2	    16351	59,5
 2	P	 2	 8	IL6	  3	    16182	59,6
 2	P	 2	 8	IL6	  4	    16065	59,7
 2	P	 2	 8	IL6	  5	    16062	59,6
 2	P	 2	 8	IL6	  6	    15897	59,6
 2	P	 2	 8	IL6	  7	    15801	59,6
 2	P	 2	 8	IL6	  8	    15818	59,6
 2	P	 2	 8	IL6	  9	    15842	59,6
 2	P	 2	 8	IL6	 10	    15723	59,6
 2	P	 2	 8	IL6	 11	    15856	59,6
 2	P	 2	 8	IL6	 12	    15693	59,7
 2	P	 2	 8	IL6	 13	    15775	59,6
 2	P	 2	 8	IL6	 14	    15896	59,6
 2	P	 2	 8	IL6	 15	    15811	59,6
 2	P	 2	 8	IL6	 16	    15800	59,7
 2	P	 2	 8	IL6	 17	    15805	59,6
 2	P	 2	 8	IL6	 18	    15778	59,6
 2	P	 2	 8	IL6	 19	    15753	59,7
 2	P	 2	 8	IL6	 20	    15754	59,6
 2	P	 2	 8	IL6	 21	    15774	59,7
 2	P	 2	 8	IL6	 22	    15763	59,6
 2	P	 2	 8	IL6	 23	    15970	59,6
 2	P	 2	 8	IL6	 24	    16153	59,7
 2	P	 2	 8	IL6	 25	    16801	59,6
 2	P	 2	 8	IL6	 26	    17685	59,7
 2	P	 2	 8	IL6	 27	    19187	59,7
 2	P	 2	 8	IL6	 28	    22648	59,6
 2	P	 2	 8	IL6	 29	    27955	59,7
 2	P	 2	 8	IL6	 30	    34523	59,7
 2	P	 2	 8	IL6	 31	    40914	59,7
 2	P	 2	 8	IL6	 32	    45104	59,6
 2	P	 2	 8	IL6	 33	    48141	59,6
 2	P	 2	 8	IL6	 34	    50113	59,7
 2	P	 2	 8	IL6	 35	    51438	59,6
 2	P	 2	 8	IL6	 36	    52224	59,6
 2	P	 2	 8	IL6	 37	    52876	59,6
 2	P	 2	 8	IL6	 38	    53212	59,7
 2	P	 2	 8	IL6	 39	    53591	59,6
 2	P	 2	 8	IL6	 40	    53914	59,7
 2	P	 2	 9	IL6	  1	    15638	59,5
 2	P	 2	 9	IL6	  2	    15496	59,5
 2	P	 2	 9	IL6	  3	    15188	59,6
 2	P	 2	 9	IL6	  4	    15183	59,6
 2	P	 2	 9	IL6	  5	    15192	59,6
 2	P	 2	 9	IL6	  6	    15023	59,6
 2	P	 2	 9	IL6	  7	    14966	59,6
 2	P	 2	 9	IL6	  8	    15006	59,6
 2	P	 2	 9	IL6	  9	    14897	59,6
 2	P	 2	 9	IL6	 10	    14887	59,6
 2	P	 2	 9	IL6	 11	    14962	59,6
 2	P	 2	 9	IL6	 12	    15104	59,7
 2	P	 2	 9	IL6	 13	    14947	59,6
 2	P	 2	 9	IL6	 14	    15079	59,6
 2	P	 2	 9	IL6	 15	    15065	59,6
 2	P	 2	 9	IL6	 16	    15064	59,6
 2	P	 2	 9	IL6	 17	    15028	59,6
 2	P	 2	 9	IL6	 18	    15087	59,6
 2	P	 2	 9	IL6	 19	    15106	59,7
 2	P	 2	 9	IL6	 20	    14924	59,6
 2	P	 2	 9	IL6	 21	    14997	59,7
 2	P	 2	 9	IL6	 22	    14978	59,6
 2	P	 2	 9	IL6	 23	    15141	59,6
 2	P	 2	 9	IL6	 24	    15233	59,7
 2	P	 2	 9	IL6	 25	    15471	59,6
 2	P	 2	 9	IL6	 26	    16072	59,7
 2	P	 2	 9	IL6	 27	    17300	59,7
 2	P	 2	 9	IL6	 28	    19434	59,6
 2	P	 2	 9	IL6	 29	    22958	59,7
 2	P	 2	 9	IL6	 30	    28770	59,7
 2	P	 2	 9	IL6	 31	    34535	59,7
 2	P	 2	 9	IL6	 32	    40141	59,6
 2	P	 2	 9	IL6	 33	    44432	59,6
 2	P	 2	 9	IL6	 34	    47322	59,7
 2	P	 2	 9	IL6	 35	    48900	59,6
 2	P	 2	 9	IL6	 36	    49906	59,7
 2	P	 2	 9	IL6	 37	    50243	59,6
 2	P	 2	 9	IL6	 38	    50956	59,7
 2	P	 2	 9	IL6	 39	    51297	59,7
 2	P	 2	 9	IL6	 40	    51380	59,7
 2	P	 2	10	IL1RA	  1	    13493	59,5
 2	P	 2	10	IL1RA	  2	    13388	59,5
 2	P	 2	10	IL1RA	  3	    13292	59,6
 2	P	 2	10	IL1RA	  4	    13206	59,6
 2	P	 2	10	IL1RA	  5	    13232	59,6
 2	P	 2	10	IL1RA	  6	    13220	59,6
 2	P	 2	10	IL1RA	  7	    13118	59,6
 2	P	 2	10	IL1RA	  8	    13067	59,6
 2	P	 2	10	IL1RA	  9	    13204	59,6
 2	P	 2	10	IL1RA	 10	    13037	59,6
 2	P	 2	10	IL1RA	 11	    13125	59,6
 2	P	 2	10	IL1RA	 12	    13148	59,7
 2	P	 2	10	IL1RA	 13	    13009	59,6
 2	P	 2	10	IL1RA	 14	    13153	59,6
 2	P	 2	10	IL1RA	 15	    13072	59,6
 2	P	 2	10	IL1RA	 16	    13132	59,6
 2	P	 2	10	IL1RA	 17	    13063	59,6
 2	P	 2	10	IL1RA	 18	    13110	59,6
 2	P	 2	10	IL1RA	 19	    13082	59,7
 2	P	 2	10	IL1RA	 20	    13178	59,6
 2	P	 2	10	IL1RA	 21	    13049	59,7
 2	P	 2	10	IL1RA	 22	    12966	59,6
 2	P	 2	10	IL1RA	 23	    13009	59,6
 2	P	 2	10	IL1RA	 24	    13090	59,7
 2	P	 2	10	IL1RA	 25	    12982	59,6
 2	P	 2	10	IL1RA	 26	    13104	59,7
 2	P	 2	10	IL1RA	 27	    13001	59,7
 2	P	 2	10	IL1RA	 28	    13071	59,6
 2	P	 2	10	IL1RA	 29	    12988	59,7
 2	P	 2	10	IL1RA	 30	    13243	59,7
 2	P	 2	10	IL1RA	 31	    13098	59,7
 2	P	 2	10	IL1RA	 32	    13272	59,6
 2	P	 2	10	IL1RA	 33	    13766	59,6
 2	P	 2	10	IL1RA	 34	    14388	59,7
 2	P	 2	10	IL1RA	 35	    15123	59,6
 2	P	 2	10	IL1RA	 36	    16560	59,7
 2	P	 2	10	IL1RA	 37	    18949	59,6
 2	P	 2	10	IL1RA	 38	    22341	59,7
 2	P	 2	10	IL1RA	 39	    26472	59,7
 2	P	 2	10	IL1RA	 40	    31224	59,7
 2	P	 2	11	IL1RA	  1	    13409	59,5
 2	P	 2	11	IL1RA	  2	    13500	59,5
 2	P	 2	11	IL1RA	  3	    13370	59,6
 2	P	 2	11	IL1RA	  4	    13427	59,6
 2	P	 2	11	IL1RA	  5	    13358	59,6
 2	P	 2	11	IL1RA	  6	    13488	59,6
 2	P	 2	11	IL1RA	  7	    13122	59,6
 2	P	 2	11	IL1RA	  8	    13290	59,6
 2	P	 2	11	IL1RA	  9	    13266	59,6
 2	P	 2	11	IL1RA	 10	    13349	59,6
 2	P	 2	11	IL1RA	 11	    13358	59,6
 2	P	 2	11	IL1RA	 12	    13308	59,7
 2	P	 2	11	IL1RA	 13	    13302	59,6
 2	P	 2	11	IL1RA	 14	    13512	59,6
 2	P	 2	11	IL1RA	 15	    13306	59,6
 2	P	 2	11	IL1RA	 16	    13315	59,6
 2	P	 2	11	IL1RA	 17	    13131	59,6
 2	P	 2	11	IL1RA	 18	    13272	59,6
 2	P	 2	11	IL1RA	 19	    13378	59,7
 2	P	 2	11	IL1RA	 20	    13442	59,6
 2	P	 2	11	IL1RA	 21	    13388	59,7
 2	P	 2	11	IL1RA	 22	    13670	59,6
 2	P	 2	11	IL1RA	 23	    14377	59,6
 2	P	 2	11	IL1RA	 24	    15340	59,7
 2	P	 2	11	IL1RA	 25	    17228	59,6
 2	P	 2	11	IL1RA	 26	    20694	59,7
 2	P	 2	11	IL1RA	 27	    25741	59,7
 2	P	 2	11	IL1RA	 28	    32985	59,6
 2	P	 2	11	IL1RA	 29	    39881	59,7
 2	P	 2	11	IL1RA	 30	    45147	59,7
 2	P	 2	11	IL1RA	 31	    47856	59,7
 2	P	 2	11	IL1RA	 32	    49451	59,6
 2	P	 2	11	IL1RA	 33	    50493	59,6
 2	P	 2	11	IL1RA	 34	    51273	59,7
 2	P	 2	11	IL1RA	 35	    51751	59,6
 2	P	 2	11	IL1RA	 36	    51973	59,7
 2	P	 2	11	IL1RA	 37	    52441	59,6
 2	P	 2	11	IL1RA	 38	    52644	59,7
 2	P	 2	11	IL1RA	 39	    52853	59,7
 2	P	 2	11	IL1RA	 40	    52922	59,7
 2	P	 2	12	IL1RA	  1	    14013	59,5
 2	P	 2	12	IL1RA	  2	    14207	59,5
 2	P	 2	12	IL1RA	  3	    14059	59,6
 2	P	 2	12	IL1RA	  4	    14254	59,6
 2	P	 2	12	IL1RA	  5	    14067	59,6
 2	P	 2	12	IL1RA	  6	    14121	59,6
 2	P	 2	12	IL1RA	  7	    14228	59,6
 2	P	 2	12	IL1RA	  8	    13997	59,6
 2	P	 2	12	IL1RA	  9	    14006	59,6
 2	P	 2	12	IL1RA	 10	    14068	59,6
 2	P	 2	12	IL1RA	 11	    14102	59,6
 2	P	 2	12	IL1RA	 12	    14105	59,7
 2	P	 2	12	IL1RA	 13	    14056	59,6
 2	P	 2	12	IL1RA	 14	    13999	59,6
 2	P	 2	12	IL1RA	 15	    14028	59,6
 2	P	 2	12	IL1RA	 16	    14171	59,6
 2	P	 2	12	IL1RA	 17	    14018	59,6
 2	P	 2	12	IL1RA	 18	    14094	59,6
 2	P	 2	12	IL1RA	 19	    14042	59,7
 2	P	 2	12	IL1RA	 20	    13940	59,6
 2	P	 2	12	IL1RA	 21	    14214	59,7
 2	P	 2	12	IL1RA	 22	    14340	59,6
 2	P	 2	12	IL1RA	 23	    14733	59,6
 2	P	 2	12	IL1RA	 24	    15485	59,7
 2	P	 2	12	IL1RA	 25	    16743	59,6
 2	P	 2	12	IL1RA	 26	    18942	59,7
 2	P	 2	12	IL1RA	 27	    23021	59,7
 2	P	 2	12	IL1RA	 28	    29132	59,6
 2	P	 2	12	IL1RA	 29	    36810	59,7
 2	P	 2	12	IL1RA	 30	    43817	59,7
 2	P	 2	12	IL1RA	 31	    47628	59,7
 2	P	 2	12	IL1RA	 32	    49653	59,6
 2	P	 2	12	IL1RA	 33	    50849	59,6
 2	P	 2	12	IL1RA	 34	    51951	59,7
 2	P	 2	12	IL1RA	 35	    52582	59,6
 2	P	 2	12	IL1RA	 36	    53143	59,7
 2	P	 2	12	IL1RA	 37	    53438	59,6
 2	P	 2	12	IL1RA	 38	    53719	59,7
 2	P	 2	12	IL1RA	 39	    53909	59,7
 2	P	 2	12	IL1RA	 40	    53818	59,7
 2	P	 2	13	SYBR	  1	    15155	59,5
 2	P	 2	13	SYBR	  2	    15105	59,3
 2	P	 2	13	SYBR	  3	    14947	59,7
 2	P	 2	13	SYBR	  4	    15026	59,6
 2	P	 2	13	SYBR	  5	    14945	59,6
 2	P	 2	13	SYBR	  6	    14986	59,6
 2	P	 2	13	SYBR	  7	    14854	59,6
 2	P	 2	13	SYBR	  8	    14876	59,7
 2	P	 2	13	SYBR	  9	    14821	59,7
 2	P	 2	13	SYBR	 10	    14916	59,7
 2	P	 2	13	SYBR	 11	    14850	59,7
 2	P	 2	13	SYBR	 12	    14892	59,7
 2	P	 2	13	SYBR	 13	    15024	59,6
 2	P	 2	13	SYBR	 14	    14790	59,6
 2	P	 2	13	SYBR	 15	    15072	59,6
 2	P	 2	13	SYBR	 16	    14984	59,6
 2	P	 2	13	SYBR	 17	    14828	59,6
 2	P	 2	13	SYBR	 18	    14843	59,6
 2	P	 2	13	SYBR	 19	    14945	59,6
 2	P	 2	13	SYBR	 20	    14953	59,7
 2	P	 2	13	SYBR	 21	    15012	59,7
 2	P	 2	13	SYBR	 22	    14868	59,6
 2	P	 2	13	SYBR	 23	    14952	59,6
 2	P	 2	13	SYBR	 24	    14952	59,7
 2	P	 2	13	SYBR	 25	    15258	59,6
 2	P	 2	13	SYBR	 26	    15425	59,7
 2	P	 2	13	SYBR	 27	    15636	59,7
 2	P	 2	13	SYBR	 28	    16427	59,6
 2	P	 2	13	SYBR	 29	    17967	59,7
 2	P	 2	13	SYBR	 30	    20791	59,7
