G:\3000.mxp
Segment	Ramp/Plateau	Ramp/Plateau #	Well	Dye	Cycle #	Fluorescence	Temperature
 2	P	 2	 9	1A1C	 10	     7305	59,7
 2	P	 2	 9	1A1C	 11	     7228	59,7
 2	P	 2	 9	1A1C	 12	     7283	59,7
 2	P	 2	 9	1A1C	 13	     7225	59,7
 2	P	 2	 9	1A1C	 14	     7325	59,7
 2	P	 2	 9	1A1C	 15	     7199	59,7
 2	P	 2	 9	1A1C	 16	     7227	59,7
 2	P	 2	 9	1A1C	 17	     7193	59,7
 2	P	 2	 9	1A1C	 18	     7194	59,7
 2	P	 2	 9	1A1C	 19	     7192	59,7
 2	P	 2	 9	1A1C	 20	     7189	59,7
 2	P	 2	 9	1A1C	 21	     7229	59,7
 2	P	 2	 9	1A1C	 22	     7249	59,7
 2	P	 2	 9	1A1C	 23	     7367	59,7
 2	P	 2	 9	1A1C	 24	     7601	59,7
 2	P	 2	 9	1A1C	 25	     8002	59,6
 2	P	 2	 9	1A1C	 26	     8655	59,7
 2	P	 2	 9	1A1C	 27	    10087	59,7
 2	P	 2	 9	1A1C	 28	    12342	59,7
 2	P	 2	 9	1A1C	 29	    16132	59,7
 2	P	 2	 9	1A1C	 30	    21049	59,7
 2	P	 2	 9	1A1C	 31	    26061	59,7
 2	P	 2	 9	1A1C	 32	    30461	59,7
 2	P	 2	 9	1A1C	 33	    34523	59,7
 2	P	 2	 9	1A1C	 34	    37612	59,7
 2	P	 2	 9	1A1C	 35	    39516	59,7
 2	P	 2	 9	1A1C	 36	    40802	59,7
 2	P	 2	 9	1A1C	 37	    42389	59,6
 2	P	 2	 9	1A1C	 38	    42892	59,7
 2	P	 2	 9	1A1C	 39	    43171	59,7
 2	P	 2	 9	1A1C	 40	    43591	59,7
 2	P	 2	10	1A1C	  1	     7433	59,6
 2	P	 2	10	1A1C	  2	     7440	59,6
 2	P	 2	10	1A1C	  3	     7316	59,7
 2	P	 2	10	1A1C	  4	     7336	59,6
 2	P	 2	10	1A1C	  5	     7324	59,7
 2	P	 2	10	1A1C	  6	     7271	59,7
 2	P	 2	10	1A1C	  7	     7271	59,7
 2	P	 2	10	1A1C	  8	     7311	59,7
 2	P	 2	10	1A1C	  9	     7208	59,7
 2	P	 2	10	1A1C	 10	     7274	59,7
 2	P	 2	10	1A1C	 11	     7242	59,7
 2	P	 2	10	1A1C	 12	     7244	59,7
 2	P	 2	10	1A1C	 13	     7187	59,7
 2	P	 2	10	1A1C	 14	     7276	59,7
 2	P	 2	10	1A1C	 15	     7195	59,7
 2	P	 2	10	1A1C	 16	     7159	59,7
 2	P	 2	10	1A1C	 17	     7293	59,7
 2	P	 2	10	1A1C	 18	     7181	59,7
 2	P	 2	10	1A1C	 19	     7251	59,7
 2	P	 2	10	1A1C	 20	     7295	59,7
 2	P	 2	10	1A1C	 21	     7358	59,7
 2	P	 2	10	1A1C	 22	     7445	59,7
 2	P	 2	10	1A1C	 23	     7883	59,7
 2	P	 2	10	1A1C	 24	     8626	59,7
 2	P	 2	10	1A1C	 25	    10015	59,6
 2	P	 2	10	1A1C	 26	    12367	59,7
 2	P	 2	10	1A1C	 27	    15774	59,7
 2	P	 2	10	1A1C	 28	    20094	59,7
 2	P	 2	10	1A1C	 29	    24753	59,7
 2	P	 2	10	1A1C	 30	    29578	59,7
 2	P	 2	10	1A1C	 31	    33472	59,7
 2	P	 2	10	1A1C	 32	    36313	59,7
 2	P	 2	10	1A1C	 33	    38585	59,7
 2	P	 2	10	1A1C	 34	    39936	59,7
 2	P	 2	10	1A1C	 35	    41052	59,7
 2	P	 2	10	1A1C	 36	    41441	59,7
 2	P	 2	10	1A1C	 37	    42417	59,6
 2	P	 2	10	1A1C	 38	    42564	59,7
 2	P	 2	10	1A1C	 39	    42961	59,7
 2	P	 2	10	1A1C	 40	    43292	59,7
 2	P	 2	11	1A1C	  1	     7693	59,6
 2	P	 2	11	1A1C	  2	     7683	59,6
 2	P	 2	11	1A1C	  3	     7633	59,7
 2	P	 2	11	1A1C	  4	     7581	59,6
 2	P	 2	11	1A1C	  5	     7579	59,7
 2	P	 2	11	1A1C	  6	     7609	59,7
 2	P	 2	11	1A1C	  7	     7556	59,7
 2	P	 2	11	1A1C	  8	     7515	59,7
 2	P	 2	11	1A1C	  9	     7453	59,7
 2	P	 2	11	1A1C	 10	     7550	59,7
 2	P	 2	11	1A1C	 11	     7505	59,7
 2	P	 2	11	1A1C	 12	     7491	59,7
 2	P	 2	11	1A1C	 13	     7513	59,7
 2	P	 2	11	1A1C	 14	     7553	59,7
 2	P	 2	11	1A1C	 15	     7463	59,7
 2	P	 2	11	1A1C	 16	     7543	59,7
 2	P	 2	11	1A1C	 17	     7473	59,7
 2	P	 2	11	1A1C	 18	     7497	59,7
 2	P	 2	11	1A1C	 19	     7461	59,7
 2	P	 2	11	1A1C	 20	     7606	59,7
 2	P	 2	11	1A1C	 21	     7661	59,7
 2	P	 2	11	1A1C	 22	     8018	59,7
 2	P	 2	11	1A1C	 23	     8618	59,7
 2	P	 2	11	1A1C	 24	     9715	59,7
 2	P	 2	11	1A1C	 25	    11656	59,6
 2	P	 2	11	1A1C	 26	    14668	59,7
 2	P	 2	11	1A1C	 27	    18819	59,7
 2	P	 2	11	1A1C	 28	    23952	59,7
 2	P	 2	11	1A1C	 29	    28984	59,7
 2	P	 2	11	1A1C	 30	    33835	59,7
 2	P	 2	11	1A1C	 31	    37170	59,7
 2	P	 2	11	1A1C	 32	    40073	59,7
 2	P	 2	11	1A1C	 33	    41676	59,7
 2	P	 2	11	1A1C	 34	    43070	59,7
 2	P	 2	11	1A1C	 35	    43696	59,7
 2	P	 2	11	1A1C	 36	    44191	59,7
 2	P	 2	11	1A1C	 37	    44866	59,6
 2	P	 2	11	1A1C	 38	    44983	59,7
 2	P	 2	11	1A1C	 39	    45255	59,7
 2	P	 2	11	1A1C	 40	    45472	59,7
 2	P	 2	12	1A1C	  1	     7632	59,6
 2	P	 2	12	1A1C	  2	     7690	59,6
 2	P	 2	12	1A1C	  3	     7565	59,7
 2	P	 2	12	1A1C	  4	     7656	59,6
 2	P	 2	12	1A1C	  5	     7646	59,7
 2	P	 2	12	1A1C	  6	     7621	59,7
 2	P	 2	12	1A1C	  7	     7574	59,7
 2	P	 2	12	1A1C	  8	     7586	59,7
 2	P	 2	12	1A1C	  9	     7530	59,7
 2	P	 2	12	1A1C	 10	     7565	59,7
 2	P	 2	12	1A1C	 11	     7461	59,7
 2	P	 2	12	1A1C	 12	     7481	59,7
 2	P	 2	12	1A1C	 13	     7494	59,7
 2	P	 2	12	1A1C	 14	     7596	59,7
 2	P	 2	12	1A1C	 15	     7522	59,7
 2	P	 2	12	1A1C	 16	     7496	59,7
 2	P	 2	12	1A1C	 17	     7472	59,7
 2	P	 2	12	1A1C	 18	     7539	59,7
 2	P	 2	12	1A1C	 19	     7532	59,7
 2	P	 2	12	1A1C	 20	     7668	59,7
 2	P	 2	12	1A1C	 21	     7809	59,7
 2	P	 2	12	1A1C	 22	     8265	59,7
 2	P	 2	12	1A1C	 23	     8907	59,7
 2	P	 2	12	1A1C	 24	    10199	59,7
 2	P	 2	12	1A1C	 25	    12550	59,6
 2	P	 2	12	1A1C	 26	    16041	59,7
 2	P	 2	12	1A1C	 27	    20722	59,7
 2	P	 2	12	1A1C	 28	    25753	59,7
 2	P	 2	12	1A1C	 29	    30705	59,7
 2	P	 2	12	1A1C	 30	    35081	59,7
 2	P	 2	12	1A1C	 31	    38207	59,7
 2	P	 2	12	1A1C	 32	    40479	59,7
 2	P	 2	12	1A1C	 33	    42016	59,7
 2	P	 2	12	1A1C	 34	    42936	59,7
 2	P	 2	12	1A1C	 35	    43359	59,7
 2	P	 2	12	1A1C	 36	    43656	59,7
 2	P	 2	12	1A1C	 37	    44491	59,6
 2	P	 2	12	1A1C	 38	    44380	59,7
 2	P	 2	12	1A1C	 39	    44667	59,7
 2	P	 2	12	1A1C	 40	    44655	59,7
 2	P	 2	13	1A1C	  1	     7033	59,6
 2	P	 2	13	1A1C	  2	     7012	59,6
 2	P	 2	13	1A1C	  3	     6979	59,6
 2	P	 2	13	1A1C	  4	     7004	59,7
 2	P	 2	13	1A1C	  5	     6924	59,7
 2	P	 2	13	1A1C	  6	     6884	59,6
 2	P	 2	13	1A1C	  7	     6892	59,7
 2	P	 2	13	1A1C	  8	     6768	59,7
 2	P	 2	13	1A1C	  9	     6753	59,7
 2	P	 2	13	1A1C	 10	     6807	59,7
 2	P	 2	13	1A1C	 11	     6819	59,7
 2	P	 2	13	1A1C	 12	     6836	59,7
 2	P	 2	13	1A1C	 13	     6820	59,7
 2	P	 2	13	1A1C	 14	     6834	59,7
 2	P	 2	13	1A1C	 15	     6797	59,7
 2	P	 2	13	1A1C	 16	     6802	59,7
 2	P	 2	13	1A1C	 17	     6808	59,7
 2	P	 2	13	1A1C	 18	     6749	59,7
 2	P	 2	13	1A1C	 19	     6931	59,7
 2	P	 2	13	1A1C	 20	     7073	59,6
 2	P	 2	13	1A1C	 21	     7258	59,7
 2	P	 2	13	1A1C	 22	     7812	59,7
 2	P	 2	13	1A1C	 23	     8728	59,7
 2	P	 2	13	1A1C	 24	    10339	59,7
 2	P	 2	13	1A1C	 25	    13076	59,6
 2	P	 2	13	1A1C	 26	    16843	59,7
 2	P	 2	13	1A1C	 27	    21025	59,7
 2	P	 2	13	1A1C	 28	    25168	59,6
 2	P	 2	13	1A1C	 29	    28839	59,6
 2	P	 2	13	1A1C	 30	    31545	59,7
 2	P	 2	13	1A1C	 31	    33521	59,6
 2	P	 2	13	1A1C	 32	    35046	59,7
 2	P	 2	13	1A1C	 33	    36068	59,7
 2	P	 2	13	1A1C	 34	    36621	59,6
 2	P	 2	13	1A1C	 35	    37041	59,7
 2	P	 2	13	1A1C	 36	    37393	59,7
 2	P	 2	13	1A1C	 37	    37647	59,6
